rank,manufacturer,num_products,total_ratings,manufacturer_weighted_score,simple_mean_product_rating
471,Pinkpum,2,666.0,4.652511170518641,4.7
472,RipDesigns,2,700.0,4.65250039518162,4.6
473,ZJoey,4,1760.0,4.652490645153444,4.575
474,JUMUU,2,653.0,4.651709370121279,4.7
475,McVAN,2,366.0,4.651692421514479,4.35
476,DESIMTION Jewelry,7,16189.0,4.6516293646011215,4.6000000000000005
477,LeniLena,1,326.0,4.651577401399625,4.7
478,TieBar_Anchor,1,326.0,4.651577401399625,4.7
479,Elwish,2,1370.0,4.65155182297324,4.6
480,Ukodnus,7,3087.0,4.651448820281782,4.642857142857143
481,Guoziwei-US,4,305.0,4.6513722374740905,4.324999999999999
482,naked,2,647.0,4.65123568315366,4.7
483,DGYKLZB,1,106.0,4.651187903663723,4.8
484,JunxinGYL,1,106.0,4.651187903663723,4.8
485,Rack'Em,3,1790.0,4.651127948449104,4.266666666666667
486,KElofoN,9,4742.0,4.650962256142651,4.711111111111111
487,JACKCUBE DESIGN,8,2309.0,4.65092679452594,4.5375000000000005
488,LYEOBOH,3,335.0,4.6508304786387,4.566666666666666
489,UrbanBodyJewelry,11,2358.0,4.650822311422355,4.5181818181818185
490,Danner,13,13806.0,4.650617745725519,4.469230769230769
491,KimLee,1,317.0,4.6503214838566755,4.7
492,Keheng,1,316.0,4.650177904330249,4.7
493,Aleeza,1,63.0,4.650124246217917,4.9
494,fit pandöra charms - xingge,1,63.0,4.650124246217917,4.9
495,Nordic Runes,15,1940.0,4.6500425841768624,4.733333333333333
496,Pinsanity,25,2995.0,4.649688634242484,4.74
497,BASTUO,5,1152.0,4.649571730225983,4.619999999999999
498,Mingyang,54,20821.0,4.6492011869651115,4.685185185185185
499,Shire Post Mint,4,800.0,4.649069716972693,4.675
500,Yuliyaya,3,677.0,4.6490300273249145,4.8
501,Hillsound Equipment,3,1170.0,4.648429091573421,4.666666666666667
502,cs,1,304.0,4.648387888916965,4.7
503,Italian design,1,304.0,4.648387888916965,4.7
504,KATE POSH,7,1951.0,4.648366782954264,4.714285714285714
505,Elite Medical Instruments,14,1408.0,4.647962493432738,4.635714285714286
506,Pannee,1,301.0,4.647920105432829,4.7
507,Urban Deco,5,3994.0,4.6478347325082,4.5200000000000005
508,Heather & Willow,1,103.0,4.647831239836589,4.8
509,STUDEX,1,103.0,4.647831239836589,4.8
510,FOREVER QUEEN pandora charms,6,5033.0,4.647752446003229,4.5
511,TomCare,5,5807.0,4.647691295046487,4.58
512,TONOS,9,1498.0,4.647668040162866,4.711111111111111
513,Mandujour,5,1100.0,4.647598187620895,4.68
514,DACOSTIC,1,62.0,4.647408205415939,4.9
515,JJLjewelry INC,2,343.0,4.647339912057848,3.5
516,Opret,5,1485.0,4.647283042502345,4.7
517,Mirsprwin,1,296.0,4.647121334043762,4.7
518,Trycooling,2,560.0,4.646707672999174,4.7
519,MISSJAY,1,102.0,4.646678446198987,4.8
520,BalaBelle,2,217.0,4.646651901709368,4.2
521,SUEH DESIGN,1,292.0,4.646464456205796,4.7
522,iJuqi,3,1939.0,4.646438797264566,4.666666666666667
523,by MODERN,6,1966.0,4.646262515456055,4.416666666666667
524,PACMAXI,12,6526.0,4.646259256142379,4.616666666666666
525,JLXDER,2,307.0,4.646157474975056,4.75
526,Rosette Hair,2,449.0,4.645915424429712,4.4
527,Juns,1,288.0,4.645791053139202,4.7
528,JZSTA,1,286.0,4.645447958538817,4.7
529,Byson,2,2110.0,4.645312744324847,4.65
530,METWOODS,1,285.0,4.645274777454814,4.7
531,Cas De'Lux,2,3427.0,4.6452361755171845,4.6
532,MOJELO,5,1422.0,4.645170354041104,4.7
533,Lola Bella Gifts,2,313.0,4.645039236360645,4.85
534,GISSAR,9,5889.0,4.6450386508381,4.688888888888889
535,YOUFENG ashes necklace,1,283.0,4.644925095521617,4.7
536,Kingary,3,1642.0,4.644847438776132,4.766666666666667
537,Zavoko,1,61.0,4.64463247140952,4.9
538,Poitemsic,1,61.0,4.64463247140952,4.9
539,Amz Beads,1,279.0,4.644212151774324,4.7
540,Winmany,2,1123.0,4.643836200262443,4.65
541,Vlando,139,51220.0,4.643777944827797,4.568345323741007
542,Quantum Mechanix Inc.,1,276.0,4.643665212085837,4.7
543,Hauterow,2,546.0,4.643563433538094,4.7
544,Climbers,1,275.0,4.643480507863169,4.7
545,Ergonflow,48,4604.0,4.643421231531429,4.779166666666666
546,PYE1240,1,99.0,4.643112828668731,4.8
547,Columbia Europe,1,273.0,4.64310744190847,4.7
548,THTC,1,273.0,4.64310744190847,4.7
549,Presidential Gifts,1,269.0,4.642346337452396,4.7
550,AmorAime,16,6590.0,4.641843438556619,4.49375
551,BELLA BUSTA,8,1137.0,4.641787131327007,4.7
552,Beauty Name,1,266.0,4.6417620097914405,4.7
553,MaxxDry,8,2956.0,4.641667684739794,4.2
554,FUBAODA,1,265.0,4.641564592875479,4.7
555,ASVP Shop,2,747.0,4.64153943259464,4.4
556,BOMEON,2,101.0,4.641474717327057,4.95
557,Sunfreem,1,264.0,4.6413658329873,4.7
558,Jerusalem,2,299.0,4.641316089554501,4.1
559,SYONEO,1,97.0,4.640642164553277,4.8
560,Jewelkeeper,91,112290.0,4.640469231357406,4.58021978021978
561,Bent Wookie,1,259.0,4.6403514010320634,4.7
562,Lillian Rose,14,1884.0,4.640172042015591,4.335714285714286
563,Nefelibata,2,222.0,4.640075857582399,4.800000000000001
564,AMEITECH,2,514.0,4.639935816475625,4.7
565,BFF&UNICORN,7,2708.0,4.639643929151102,4.428571428571429
566,FEISCON,4,9593.0,4.6395807481438895,4.675
567,Creative Brands,5,416.0,4.639326202121289,4.84
568,Ezekiel Gift Co.,4,353.0,4.6393089734624535,4.825
569,TUFF TOE,3,376.0,4.638787647756592,4.033333333333333
570,VanRoyal,3,749.0,4.638368525571647,4.7
571,YOKUKINA,6,3888.0,4.638145829184339,4.583333333333333
572,pujiangqifanshuijinggongyipinyouxiangongsi,1,248.0,4.637991204670023,4.7
573,NINAQUEEN Charms,4,2497.0,4.637983562849687,4.675
574,XSMZB,9,2598.0,4.637928638637761,4.655555555555555
575,HerFav,3,6416.0,4.637698663296411,4.566666666666666
576,GUERNONO,15,3258.0,4.637643093885315,4.713333333333334
577,MAXSIRUI,1,246.0,4.637541865573429,4.7
578,Stephanie Imports,6,765.0,4.637232603342151,4.483333333333333
579,Scagvrw,1,243.0,4.6368555124478625,4.7
580,YRP Gifts,1,94.0,4.636786733050535,4.8
581,Ms.Clover,9,977.0,4.636617628138235,4.622222222222223
582,"Chenzhou Anqingyabao Maoyi Co., Ltd.",13,2612.0,4.636584305604411,4.676923076923076
583,LOVAMILY,3,346.0,4.636538362111857,4.2
584,FLYPARTY,7,1621.0,4.636416856984504,4.614285714285714
585,AOFLLU,3,735.0,4.636179849557066,4.466666666666666
586,Dragon International,1,58.0,4.635926760207571,4.9
587,DGQFXL,2,477.0,4.635797252952248,4.7
588,AERA Rings,1,238.0,4.635677443650248,4.7
589,YOUFENG URN necklace,1,237.0,4.635436535199499,4.7
590,oskas,2,575.0,4.635430179010913,4.550000000000001
591,AIEGNOS,6,2261.0,4.635408839521432,4.45
592,QUANYOU,2,3276.0,4.634860370313369,4.65
593,DoubleFly,1,234.0,4.63470285946313,4.7
594,Trafford2009MU,11,594.0,4.634542044746171,4.6000000000000005
595,Floranea,1,233.0,4.634454581362229,4.7
596,80Hou,1,232.0,4.63420440800865,4.7
597,RONKAH,5,1093.0,4.634103720167975,4.08
598,salaoen,2,461.0,4.634061062096905,4.7
599,KGBNCIE,49,19395.0,4.63404557113269,4.353061224489796
600,GUKA,17,6816.0,4.634021237872985,4.535294117647059
601,Lumen Mundi,28,2292.0,4.633959674834614,4.371428571428572
602,Juesen,1,231.0,4.633952317617879,4.7
603,JDS,10,1063.0,4.633818536508483,3.87
604,ModParty,2,148.0,4.633720839285999,4.85
605,Mixso,3,1575.0,4.6334857930618645,4.666666666666667
606,hombrima,1,229.0,4.633442296904504,4.7
607,Plum Hill,1,229.0,4.633442296904504,4.7
608,luomart,25,6770.0,4.633397769720263,4.64
609,KIMRAMIC,4,378.0,4.633377788610989,4.8
610,Unpossible Cuts,7,577.0,4.633185748579651,4.742857142857143
611,Happy reunion,1,57.0,4.632891435612256,4.9
612,OneWant,1,91.0,4.632740123126168,4.8
613,Xiuxian Jewelry,1,91.0,4.632740123126168,4.8
614,Rhoji,1,226.0,4.632662323821354,4.7
615,Peaknip,2,5644.0,4.632633119421567,4.65
616,SHARKMOUTH,4,1235.0,4.632578631500241,4.55
617,Duomiila,4,901.0,4.632464491646121,4.7
618,GuassLee,5,2161.0,4.63191280588794,4.66
619,BB7777,1,223.0,4.631863853352831,4.7
620,SONGMICS,117,88612.0,4.631576005818069,4.517094017094017
621,Ukonic,2,238.0,4.631480026702901,4.800000000000001
622,CheeseandU,9,606.0,4.6314490192976905,4.288888888888889
623,Bargain Paradise,1,90.0,4.631346290818886,4.8
624,OK LIGHTING,1,90.0,4.631346290818886,4.8
625,Decor Urns,2,169.0,4.631201292068938,4.449999999999999
626,Crystal Lemon,3,517.0,4.631143170397345,4.5
627,FOREVER QUEEN fit for Pandora Charms Bracelet,2,250.0,4.630993692146967,4.85
628,QXZ,7,453.0,4.630699033685585,4.614285714285714
629,NZRT,47,19037.0,4.6306023593381935,4.6191489361702125
630,Agghia,1,218.0,4.630490140718816,4.7
631,Efruiwnk,4,724.0,4.6303496896825855,4.65
632,danjie,4,2839.0,4.630331719072953,4.6
633,XOFOAO,2,1346.0,4.63017482096094,4.550000000000001
634,gudeke,8,860.0,4.630171953272133,4.75
635,Charmire,14,2267.0,4.62997537340049,4.0285714285714285
636,A.C. Kerman - LE,3,1281.0,4.629046709854771,4.7
637,CaseRoo,2,296.0,4.628982629076634,4.75
638,Beffy,2,297.0,4.628952838368503,4.800000000000001
639,Svea Display,18,2889.0,4.6288985070794695,4.527777777777778
640,Imrsanl,18,5354.0,4.6288877991659145,4.5
641,SITHON,8,1921.0,4.628809357444241,4.5875
642,DYJELWD,20,1711.0,4.6287084140402674,4.475
643,Jason Markk,6,11347.0,4.62868273615011,4.45
644,AnalysisyLove,20,9919.0,4.62848114852533,4.62
645,FLYOW,2,266.0,4.628176361079303,4.75
646,TeamSet_2,1,210.0,4.628173145409443,4.7
647,Yiwu Tianzhi,8,2954.0,4.628100994556685,4.525
648,ROTHWELL,9,3458.0,4.627995163309798,4.511111111111111
649,MESHA,9,4410.0,4.627930230303058,4.611111111111111
650,Purzest,4,533.0,4.627641304338769,4.325
651,TeamSet_0813,2,416.0,4.627570296157257,4.7
652,FNQUFUJ,2,659.0,4.627558396347256,4.4
653,SAYAYA,1,207.0,4.627263944718423,4.7
654,Styirl,1,87.0,4.627021836737319,4.8
655,Charms for Pandora,1,205.0,4.626644914460709,4.7
656,Xiahuyu,7,306.0,4.626616089320489,4.828571428571428
657,Top Packing,1,55.0,4.626606528214898,4.9
658,UIUIX,2,711.0,4.6265276248370055,4.65
659,NUCAZA,1,203.0,4.626015257074105,4.7
660,"Officially Licensed Original Artwork Inc.,",7,797.0,4.6256022885964825,4.342857142857143
661,Nulink Direct,1,86.0,4.62553064567471,4.8
662,Cring Coco,9,6637.0,4.625456522655688,4.611111111111111
663,PingHeXianZhuangShiKeShuiGuoJingYingBu,1,201.0,4.625374696529292,4.7
664,F.A. Edmunds,1,201.0,4.625374696529292,4.7
665,Uani,1,40.0,4.625165069975233,5.0
666,OKINDOLIFE,3,452.0,4.625147734962049,4.733333333333333
667,mcmioeat,5,729.0,4.625080504677461,4.74
668,Giftop,12,2770.0,4.624975393166803,4.583333333333333
669,FurniHub,1,199.0,4.624722947154002,4.7
670,BAGSMART,20,32172.0,4.624553141553407,4.494999999999999
671,DODIY,15,2845.0,4.624516917601827,4.446666666666667
672,BETTY&SARAH,14,4439.0,4.624219652621893,4.407142857142857
673,abooxiu,15,3976.0,4.624100894919666,4.486666666666666
674,kwood,2,278.0,4.624092483056626,4.6
675,Minicremation,11,1311.0,4.6240607004398715,4.7272727272727275
676,"Calendars & More, Inc.",2,252.0,4.624013525813365,4.65
677,NOURISHLOV,10,1040.0,4.623921771376394,4.71
678,ANNDOFY,2,2062.0,4.623849803359501,4.65
679,Luomart,13,6514.0,4.623559941601038,4.546153846153846
680,Oaroily,11,1704.0,4.623481032566175,4.672727272727273
681,HUJI,5,1726.0,4.623420223906433,4.5
682,iLovey,2,562.0,4.623408819240778,4.65
683,BESTSELLER2888,1,195.0,4.623384688436739,4.7
684,Studio,2,236.0,4.623280745070972,4.85
685,LoneFox,5,454.0,4.623241851103598,4.779999999999999
686,"Dongguan city guchu trading co.,ltd",70,11159.0,4.622837734725581,4.584285714285714
687,UI U & I,1,193.0,4.622697555597607,4.7
688,By xingge pandöra charms,18,3971.0,4.622665879140581,4.588888888888889
689,Limerence,9,656.0,4.622597138698337,4.822222222222222
690,sadkew,1,192.0,4.622349346388587,4.7
691,HGDEER,42,3878.0,4.62226332798153,4.495238095238095
692,Fabmania Ltd,7,3637.0,4.622077850551216,4.3
693,Outry,1,191.0,4.621997985965007,4.7
694,Shuxiong,8,1060.0,4.621862758502355,4.65
695,Factory,44,6941.0,4.621847689808676,4.584090909090909
696,Beichuan,5,532.0,4.621695278340224,4.7
697,Everest Essentials,1,190.0,4.621643431355756,4.7
698,Piudee,3,474.0,4.621627921724527,4.7
699,BARBIZON WAGON,2,310.0,4.621531190528476,4.7
700,shameonjane,1,189.0,4.621285638804869,4.7
701,OSKPOWER,1,189.0,4.621285638804869,4.7
702,MADAOGO,2,377.0,4.621240084476366,4.7
703,The Display Guys,27,4231.0,4.621166260179585,4.566666666666666
704,Vadaka,14,1744.0,4.621021828824386,4.507142857142857
705,FEIYAN,6,588.0,4.621003941658094,4.6000000000000005
706,TANG SONG,11,1944.0,4.620773643481937,4.445454545454545
707,Lianlei,5,2150.0,4.620657802998693,4.62
708,LONGNENG,1,187.0,4.620560160821504,4.7
709,Elby,1,187.0,4.620560160821504,4.7
710,Watpot,8,5036.0,4.620249206176968,4.637499999999999
711,Afunfens,2,372.0,4.62019238378827,4.7
712,YODEWA,1,186.0,4.62019238378827,4.7
713,Grace of Pearl,41,2528.0,4.62008308674906,4.553658536585366
714,Melody Sky,1,53.0,4.620018733714052,4.9
715,XIUDA,37,8778.0,4.619964844900041,4.508108108108108
716,CHICKENTAY,3,335.0,4.619920248629846,4.633333333333334
717,CHAWIN charm fits Pandora charms Bracelet yorkie bella golden 18K pet in memory of cat loss of cat,1,185.0,4.619821185573332,4.7
718,Vinyl Etchings,1,185.0,4.619821185573332,4.7
719,Reflections By Zana,1,39.0,4.619732679685018,5.0
720,Mookoo,7,4175.0,4.61972177630467,4.557142857142857
721,BlingGem,15,10813.0,4.619607955192918,4.586666666666667
722,Koxuky,1,184.0,4.619446518216198,4.7
723,Martiris Enterprises,1,82.0,4.6192995973059485,4.8
724,SOUHAIT,1,82.0,4.6192995973059485,4.8
725,ONEFINIT,1,82.0,4.6192995973059485,4.8
726,Sony,1,82.0,4.6192995973059485,4.8
727,"Shanghai Rowling Leather Products Co., Ltd",1,82.0,4.6192995973059485,4.8
728,ZeenArt,4,778.0,4.619027426321212,4.575
729,Kanwoder,5,703.0,4.618990536485021,4.66
730,IEFLIFE,43,11638.0,4.6189736318838195,4.32093023255814
731,DIYjewelry Inc,4,154.0,4.618862815399613,3.9749999999999996
732,efubaby,8,2141.0,4.618825028132818,4.6625
733,JoinLove Jewelry,1,182.0,4.618686579708804,4.7
734,M&S Schmalberg,2,394.0,4.618578224267551,4.65
735,BLESSILY,2,465.0,4.617847999408021,4.65
736,WANYA,23,2196.0,4.617686429854031,4.547826086956522
737,Tyler the Creator,1,81.0,4.617671665750147,4.8
738,SASISWU,1,81.0,4.617671665750147,4.8
739,NY,3,258.0,4.617652350299128,4.166666666666667
740,Real Sic,54,3286.0,4.617269412938546,4.727777777777778
741,YWHL,1,177.0,4.616722487431238,4.7
742,PureRejuva,1,52.0,4.616604328027638,4.9
743,Vesungimey,20,3452.0,4.616581668695455,4.5600000000000005
744,Vellarr,18,1689.0,4.616553497537439,4.555555555555555
745,AOOU,7,9455.0,4.616470096692805,4.614285714285714
746,Nekoki,1,176.0,4.616318227661487,4.7
747,LIANMI,2,196.0,4.616302627751384,4.85
748,ProCase,34,29291.0,4.6162694380274605,4.547058823529412
749,vastland,10,8816.0,4.616071281242615,4.2700000000000005
750,Loveon,5,400.0,4.6160164164438005,4.8
751,LOVEON,1,80.0,4.6160141354387845,4.8
752,Cat Car Charm,1,80.0,4.6160141354387845,4.8
753,AIIVPO,7,2369.0,4.615726642992584,4.6571428571428575
754,Bevan,9,4051.0,4.615322565509396,4.388888888888889
755,DC,2,864.0,4.615242984799496,4.65
756,Ralph,1,173.0,4.615081551222986,4.7
757,ban.do,2,44.0,4.614871307692356,5.0
758,"Dongguan Sinsgge Industry Co., Ltd",9,1200.0,4.614667284410451,4.677777777777777
759,Allinside,14,17049.0,4.614553422794672,4.614285714285714
760,Holy Land Collection,3,1249.0,4.61444903043575,4.666666666666667
761,Melix HOME,1,79.0,4.614326191727214,4.8
762,LGNEEHEL,5,524.0,4.614080691569028,4.720000000000001
763,Caflon,7,8650.0,4.613997189589853,4.614285714285714
764,Apatata,6,472.0,4.613776429323173,4.8
765,Barbra Collection,5,826.0,4.6137656673260246,4.659999999999999
766,Viktorwan,2,95.0,4.613728842274126,4.699999999999999
767,Stratalife,7,3591.0,4.613400014569677,4.6571428571428575
768,Farsky,3,822.0,4.613366629023138,4.633333333333333
769,SKYFENGCN,15,949.0,4.612950151637176,4.7
770,SimpleWise,3,449.0,4.612713891756586,4.6000000000000005
771,fit pandor-à,3,176.0,4.61265601046075,4.733333333333333
772,MORIGEM,7,2995.0,4.612599647633935,4.4714285714285715
773,Klurent,7,3163.0,4.6124622834381865,4.671428571428572
774,Kendasun Jewelry,4,1202.0,4.612411538786206,4.625
775,5NBuy,1,166.0,4.612048749480951,4.7
776,ICETRAX,5,2552.0,4.612042366465074,4.5
777,APOTIE,12,2466.0,4.611944481524214,4.583333333333333
778,Intercession,13,2379.0,4.611805328418817,4.476923076923077
779,RomDom Solutions,1,165.0,4.611597717427006,4.7
780,Larvincy,26,5387.0,4.611294788167826,4.573076923076924
781,JC Cole Est 1980,26,3868.0,4.611135669704751,4.676923076923076
782,ROSELLE,2,184.0,4.610968013894832,4.65
783,OR OLD RUBIN,22,4217.0,4.6103415077787,4.377272727272727
784,LJIEAHD,4,629.0,4.6101702718296975,4.7
785,King Will,175,169955.0,4.610110313961477,4.266285714285714
786,Ivosmart,9,8444.0,4.610056253691369,4.333333333333333
787,Octamber,11,487.0,4.609830802662758,4.445454545454545
788,Lahaima,3,226.0,4.609652174401359,4.533333333333334
789,Zen Monkey Studios,1,50.0,4.609519436228329,4.9
790,pandora bracelet Beads Pandora charms authentic pandora charms by pandora only,1,50.0,4.609519436228329,4.9
791,Jingyi E-commerce,1,50.0,4.609519436228329,4.9
792,UNiQ Designs,1,160.0,4.609271341569823,4.7
793,Hearbeingt,2,495.0,4.6088944525641065,4.65
794,Homde,27,6333.0,4.608760111173213,4.67037037037037
795,Just Funky,3,93.0,4.608647567407409,4.966666666666667
796,Malahill,4,1158.0,4.6085225858027705,4.5
797,Simboom,5,871.0,4.608399598063313,4.66
798,Eric McCrite Company,1,157.0,4.607815801595008,4.7
799,ZHAOGMQH,1,157.0,4.607815801595008,4.7
800,QIFU,5,627.0,4.607613171176975,4.4799999999999995
801,linnalove,14,2234.0,4.607548019003359,4.335714285714286
802,ELDA & CO.,69,13386.0,4.607443395443269,4.414492753623189
803,Five Magpies,1,156.0,4.607320187625088,4.7
804,Benwanfee,1,75.0,4.607252903793013,4.8
805,Southern Star Displays,4,296.0,4.607240759438569,4.675
806,CALIS,3,8713.0,4.60662610302487,4.666666666666667
807,phoenix outdoor,2,521.0,4.606592306378682,4.550000000000001
808,XUNER,2,252.0,4.606556787599352,4.45
809,Likeny,2,259.0,4.60649590180026,4.550000000000001
810,New pandöra charms Christmas Charms,1,154.0,4.606312798360143,4.7
811,Heouvo,1,154.0,4.606312798360143,4.7
812,animal charm for pandora bracelet,1,154.0,4.606312798360143,4.7
813,CarCufflink_160422,1,153.0,4.605800846438614,4.7
814,TAO SHI,31,9078.0,4.605789610656332,4.435483870967742
815,SOSOFRANK,1,152.0,4.605283268671793,4.7
816,Birch & Bliss,5,539.0,4.6052525462791065,4.42
817,Best Chess Set,8,2219.0,4.6050243930348085,4.45
818,Homes,1,151.0,4.6047599718136265,4.7
819,Natali,19,24271.0,4.604337732133844,4.61578947368421
820,Guangzhouhaituwenjulipinyouxiangongsi,1,150.0,4.604230860545925,4.7
821,JUSTIKIDSTOY,6,466.0,4.604216481206925,4.266666666666667
822,FHC,3,752.0,4.604031651293352,4.633333333333334
823,creatique,5,6315.0,4.604014819637609,4.64
824,Jakks Pacific Inc.,2,611.0,4.6039837850157825,4.65
825,AirBall,1,149.0,4.603695837420482,4.7
826,SoulBeads Fits Pandor-ä Charms Bracelet,1,73.0,4.60351024173074,4.8
827,AMAZINGCATS,3,219.0,4.60351024173074,4.8
828,Lucy Locket,6,5762.0,4.603347712392008,4.583333333333333
829,DerBlue,9,4068.0,4.603301472436776,4.488888888888889
830,Timtop Workshops,1,148.0,4.603154802799249,4.7
831,Lefonte,1,148.0,4.603154802799249,4.7
832,WantGor,4,347.0,4.603021644856348,4.65
833,NINEMAX,7,2831.0,4.602731002234372,4.571428571428571
834,Onerpurposegifts,4,588.0,4.6026076547924655,4.7
835,GYAYU,9,1928.0,4.602602650908816,4.688888888888889
836,Monogram International,3,719.0,4.602327021099272,4.2
837,liduola,7,741.0,4.602283696417993,4.6571428571428575
838,BELALIFE,2,413.0,4.602234216482563,4.65
839,Sianilvera,13,572.0,4.602184817762198,4.723076923076923
840,Kvekstio,16,5491.0,4.602130222379883,4.59375
841,GemiacJewelry,12,1046.0,4.602071432538094,4.3500000000000005
842,AIEX,3,511.0,4.6016745784115045,4.433333333333334
843,Wood Wedge,1,72.0,4.601583871551631,4.8
844,Nuohua,1,145.0,4.601494599418665,4.7
845,APL Display,11,2397.0,4.601280025581241,4.472727272727273
846,Fleure Esme,8,351.0,4.600991686828013,4.075
847,Best Choice Products,9,10888.0,4.6001690439704745,4.388888888888889
848,YINGRUN,1,142.0,4.599776481966664,4.7
849,DUCOO,1,71.0,4.599619355428379,4.8
850,leejory,1,71.0,4.599619355428379,4.8
851,Peace of Stage,1,71.0,4.599619355428379,4.8
852,The Colette Collection,1,71.0,4.599619355428379,4.8
853,Ella Celebration,1,71.0,4.599619355428379,4.8
854,Jiquan,1,21259.0,4.599331183000529,4.6
855,The Art of Crep Protect,4,3338.0,4.599284449449423,4.2
856,Yintunuo,3,197.0,4.599194174002359,4.8
857,Merz67 LLC,1,141.0,4.5991903795220255,4.7
858,AKAMOS,1,141.0,4.5991903795220255,4.7
859,Beatilog,21,1916.0,4.599053663761818,4.642857142857143
860,AUGSUN,4,1514.0,4.5989689266832015,4.575
861,Zyduzsc,2,119.0,4.598856818597996,4.85
862,LOCK LACES,3,79777.0,4.5988102994077265,4.3999999999999995
863,AVESON,16,12698.0,4.5987427101326315,4.5875
864,Dreams Really Do Come True,1,140.0,4.598597381754508,4.7
865,Efy Tal Jewelry,141,23473.0,4.5982242401218505,4.641843971631205
866,HonorGear,2,9045.0,4.598028655788229,4.699999999999999
867,MAGIC FISH,1,7136.0,4.598013055386306,4.6
868,ZTWEDEN,1,139.0,4.597997366261931,4.7
869,BEMOLY,1,6965.0,4.597964482472946,4.6
870,SOUKISS Fits Pandor-a Charms Bracelet,4,352.0,4.597461354415122,4.675
871,Korlon,4,672.0,4.597453407709655,4.425
872,Royal Craft Expertise,1,138.0,4.597390207727775,4.7
873,Zeyu Home,1,138.0,4.597390207727775,4.7
874,US Acrylic,1,5355.0,4.5973559062020914,4.6
875,Sherstar,5,2240.0,4.597329059429976,4.8
876,homing,10,9350.0,4.597127024776554,4.609999999999999
877,Aerial Arts,1,4877.0,4.597098340105617,4.6
878,Bestill,31,2223.0,4.597007108915056,4.219354838709678
879,JASON MARKK,1,4663.0,4.59696602490907,4.6
880,Pluvios,1,4556.0,4.596895236567437,4.6
881,Katie Loxton,87,4884.0,4.596787752882327,4.447126436781609
882,MorTime,1,4306.0,4.5967162257606695,4.6
883,Bala Bangles,3,5035.0,4.596663879958042,4.533333333333333
884,AOLO,1,4188.0,4.596624361047478,4.6
885,LT,1,4065.0,4.596522968229125,4.6
